LEVEL,HGHT,TEMP,DWPT,WDIR,WSPD
725.5,2843.0,9.0,-22.53,133.4,14.77
725.2,2847.7,9.0,-22.53,129.1,16.33
724.5,2853.4,9.0,-22.53,118.7,16.33
724.1,2858.7,9.0,-22.03,127.2,14.97
723.8,2862.0,9.0,-21.9,127.4,14.19
723.3,2866.9,9.0,-21.78,127.8,16.52
722.7,2873.6,9.0,-21.78,131.2,16.13
722.2,2880.1,9.0,-21.66,150.8,14.0
721.6,2887.2,8.9,-21.62,165.2,10.11
721.2,2893.6,8.9,-21.5,164.2,5.64
720.7,2898.9,8.8,-21.46,139.6,4.28
720.2,2903.8,8.8,-21.46,128.8,7.78
719.8,2909.0,8.8,-21.34,115.3,12.25
719.3,2914.6,8.7,-21.42,109.0,14.77
718.9,2920.3,8.7,-21.42,120.9,11.66
718.5,2925.6,8.7,-21.31,121.6,8.36
717.9,2931.3,8.6,-21.38,150.0,3.69
717.4,2937.3,8.6,-21.38,198.3,5.83
717.0,2942.9,8.5,-21.46,201.0,6.41
716.6,2947.9,8.5,-21.35,202.3,11.27
716.2,2952.7,8.5,-21.46,189.0,13.22
715.8,2957.1,8.4,-21.54,184.6,16.91
715.4,2961.8,8.4,-21.54,172.9,17.11
715.0,2967.0,8.4,-21.54,160.9,19.05
714.5,2972.8,8.3,-21.5,146.9,17.88
714.0,2978.2,8.3,-21.39,138.9,16.33
713.7,2982.8,8.3,-21.39,124.4,16.33
713.4,2986.8,8.2,-21.47,116.2,14.58
712.9,2990.9,8.2,-21.47,105.0,10.11
712.5,2995.5,8.2,-21.47,100.2,6.61
712.1,3000.1,8.1,-21.54,98.5,2.14
711.6,3006.0,8.1,-21.54,219.2,4.28
710.9,3013.2,8.0,-21.62,201.2,9.52
710.4,3019.8,8.0,-21.51,189.6,11.27
710.0,3025.1,8.0,-21.51,187.3,14.38
709.6,3030.4,7.9,-21.59,177.1,17.88
709.0,3036.1,7.9,-21.7,165.9,19.83
708.5,3041.6,7.8,-21.67,154.4,17.69
708.1,3046.5,7.8,-21.78,140.6,16.91
707.7,3050.9,7.8,-21.78,128.8,12.25
707.1,3057.0,7.8,-21.89,122.3,9.72
706.7,3065.8,7.7,-21.97,133.5,5.25
706.0,3073.5,7.7,-21.97,145.7,5.83
705.5,3079.0,7.7,-21.97,162.6,7.39
705.1,3083.9,7.6,-21.93,164.1,12.83
705.0,3087.7,7.6,-22.05,162.6,18.08
704.6,3091.5,7.6,-22.05,160.6,18.86
704.2,3096.0,7.6,-22.05,159.5,20.6
703.8,3100.4,7.5,-22.12,160.2,20.02
703.2,3104.9,7.5,-22.12,162.1,18.27
702.9,3109.6,7.5,-22.12,170.6,18.27
702.4,3114.7,7.5,-22.12,184.3,17.11
702.1,3119.6,7.4,-22.2,194.2,15.16
701.5,3125.7,7.4,-22.2,210.4,14.77
701.0,3132.1,7.3,-22.28,216.0,10.69
700.5,3136.3,7.3,-22.17,206.4,6.41
700.2,3140.9,7.3,-22.28,202.1,3.69
699.6,3146.0,7.2,-22.36,138.5,4.28
699.3,3151.3,7.2,-22.36,138.8,7.97
698.7,3156.2,7.2,-22.36,138.3,9.14
698.4,3161.5,7.2,-22.47,154.2,13.8
697.8,3167.4,7.1,-22.66,168.8,17.49
697.5,3172.4,7.2,-22.82,183.9,17.11
696.9,3176.8,7.2,-22.93,198.8,19.24
696.6,3181.7,7.2,-23.05,211.3,18.08
696.1,3187.5,7.2,-23.05,228.0,14.38
695.6,3193.3,7.1,-23.13,239.0,10.5
695.2,3198.5,7.1,-23.13,242.1,6.8
694.8,3203.4,7.0,-23.21,264.6,3.3
694.4,3208.5,7.0,-23.21,288.1,1.17
694.0,3213.7,6.9,-23.16,155.0,1.36
693.6,3219.0,6.9,-23.16,137.0,5.05
693.2,3224.5,6.9,-23.16,147.6,6.8
692.7,3230.3,6.8,-23.24,149.9,9.72
692.2,3237.1,6.8,-23.24,169.1,13.41
691.5,3244.2,6.8,-23.6,180.2,13.41
690.9,3251.0,6.8,-23.72,192.5,12.25
690.3,3257.7,6.7,-23.8,200.8,14.77
689.7,3263.9,6.7,-23.8,212.3,14.0
689.6,3269.8,6.7,-23.92,230.9,15.16
688.9,3274.7,6.7,-23.92,236.5,15.36
688.6,3279.0,6.7,-24.04,239.7,14.58
688.2,3283.8,6.7,-24.17,244.8,12.63
687.7,3288.3,6.6,-24.25,253.4,7.97
687.4,3292.9,6.6,-24.25,244.1,4.67
686.9,3298.3,6.6,-24.5,148.1,3.89
686.3,3303.9,6.6,-24.5,155.4,8.55
685.6,3310.2,6.6,-24.63,170.8,13.41
685.1,3317.3,6.6,-24.63,182.5,15.55
684.7,3323.3,6.5,-24.71,200.4,18.47
684.2,3328.3,6.5,-24.71,206.4,14.38
683.7,3333.8,6.5,-24.71,232.5,14.58
683.1,3339.5,6.4,-24.91,237.1,13.61
682.8,3344.9,6.4,-24.91,247.2,12.63
682.4,3350.0,6.4,-24.91,243.0,10.89
682.0,3354.5,6.3,-24.99,229.2,11.66
681.6,3359.4,6.3,-24.99,224.1,14.97
681.2,3364.9,6.3,-25.39,213.5,17.3
680.8,3370.4,6.3,-25.52,202.3,18.08
680.3,3376.5,6.3,-25.52,194.9,19.63
679.8,3382.3,6.3,-25.52,186.7,18.47
679.3,3387.2,6.2,-25.6,173.9,16.72
679.0,3392.9,6.2,-25.74,156.6,13.22
678.4,3398.6,6.1,-25.81,157.0,10.5
678.0,3404.0,6.1,-25.81,168.1,7.19
677.5,3410.1,6.1,-25.67,219.2,7.39
677.0,3416.2,6.0,-25.89,239.2,10.69
676.6,3422.5,6.0,-25.89,228.2,14.0
676.2,3428.7,6.0,-25.75,224.0,14.19
675.7,3433.4,6.0,-25.75,243.1,13.8
675.4,3437.4,6.0,-25.89,253.1,9.14
674.9,3442.6,6.0,-26.03,278.7,7.39
674.3,3449.3,5.9,-26.24,247.1,5.83
673.9,3455.9,5.9,-26.24,237.0,7.0
673.5,3461.6,5.9,-26.24,215.8,11.27
673.0,3466.2,5.9,-26.24,209.0,16.72
672.7,3470.2,5.8,-26.46,215.8,17.69
672.2,3475.0,5.8,-26.46,218.6,18.08
671.8,3480.0,5.8,-26.6,227.6,17.49
671.4,3485.4,5.8,-26.6,246.6,12.63
671.1,3490.5,5.8,-26.6,262.0,10.3
670.7,3495.5,5.7,-26.68,275.1,8.36
670.3,3500.3,5.7,-26.82,299.1,5.44
670.0,3506.1,5.7,-26.82,308.8,1.56
669.1,3512.2,5.7,-26.82,166.6,1.17
668.8,3517.9,5.7,-26.82,159.4,6.03
668.4,3522.8,5.7,-26.82,161.1,5.25
668.0,3527.2,5.6,-26.75,166.0,3.5
667.7,3531.4,5.6,-26.9,172.7,1.36
667.3,3536.1,5.6,-26.9,300.6,2.14
667.0,3541.3,5.5,-26.97,307.3,3.89
666.5,3546.8,5.5,-26.97,295.6,6.61
666.0,3552.2,5.5,-26.97,286.6,8.55
665.5,3557.6,5.5,-26.97,285.4,11.47
665.2,3563.2,5.4,-27.05,274.8,11.86
664.8,3568.3,5.4,-26.9,268.6,14.19
664.3,3574.2,5.3,-26.98,253.5,15.94
663.8,3580.5,5.3,-26.84,244.9,16.72
663.4,3586.6,5.2,-26.91,237.1,15.94
662.8,3592.8,5.2,-26.91,229.2,17.3
662.1,3599.8,5.1,-26.85,227.6,14.0
661.8,3605.5,5.1,-26.85,242.9,11.86
661.3,3610.8,5.1,-26.85,272.7,9.72
660.9,3615.7,5.1,-26.71,297.8,8.75
660.6,3620.3,5.1,-26.71,316.5,5.83
660.1,3625.2,5.1,-26.71,359.3,2.14
659.6,3631.1,5.0,-26.79,136.2,3.11
659.2,3637.1,5.0,-26.65,177.1,6.8
658.7,3642.6,5.0,-26.65,193.2,12.25
658.4,3647.8,4.9,-26.59,198.3,15.75
657.9,3652.2,4.9,-26.59,204.8,16.13
657.6,3656.1,4.9,-26.59,208.1,16.52
657.2,3660.3,4.9,-26.59,212.9,16.33
657.0,3664.8,4.8,-26.53,213.2,15.94
656.6,3669.5,4.8,-26.53,209.7,15.55
656.2,3674.5,4.8,-26.53,200.5,14.0
655.6,3679.9,4.7,-26.61,194.6,10.5
655.2,3685.0,4.7,-26.47,178.2,10.69
654.9,3690.3,4.6,-26.55,154.1,9.33
654.5,3696.1,4.6,-26.55,143.6,6.8
654.0,3701.4,4.6,-26.55,162.0,3.89
653.6,3706.2,4.5,-26.5,186.0,1.56
653.3,3710.6,4.5,-26.5,269.7,4.08
652.9,3715.7,4.4,-26.57,266.5,9.72
652.4,3721.6,4.4,-26.57,252.6,12.83
652.0,3728.0,4.4,-26.57,239.6,14.38
651.3,3735.3,4.3,-26.65,231.1,14.77
650.8,3742.1,4.3,-26.52,224.9,13.02
650.2,3748.0,4.2,-26.47,208.3,11.27
649.7,3753.5,4.2,-26.47,181.0,12.25
649.4,3758.3,4.1,-26.54,167.9,12.83
649.1,3762.2,4.1,-26.54,155.6,14.0
648.5,3767.9,4.1,-26.54,152.5,14.58
648.0,3775.3,4.0,-26.62,159.3,12.44
647.5,3781.6,4.0,-26.49,184.7,11.47
647.1,3786.7,3.9,-26.32,195.2,13.02
646.7,3791.2,3.9,-26.32,206.1,16.52
646.3,3796.1,3.9,-26.32,210.2,18.66
645.9,3802.1,3.9,-26.32,210.2,19.05
645.4,3808.1,3.9,-26.2,214.6,15.75
644.9,3813.7,3.8,-26.16,210.4,12.05
644.7,3818.7,3.8,-26.04,207.0,7.39
644.3,3822.9,3.8,-25.92,186.7,4.67
643.8,3827.6,3.7,-26.11,161.4,3.3
643.3,3834.0,3.7,-25.88,141.6,3.89
642.9,3840.4,3.7,-25.76,177.1,8.16
642.4,3846.2,3.7,-25.76,202.5,11.47
642.0,3851.5,3.6,-25.84,211.9,17.49
641.6,3856.5,3.6,-25.95,213.5,21.58
641.3,3862.0,3.6,-26.07,211.0,22.94
640.5,3867.6,3.5,-26.15,216.6,20.41
639.9,3873.7,3.5,-26.03,198.2,17.88
639.4,3879.4,3.5,-25.8,191.7,15.16
639.0,3884.2,3.5,-25.92,182.5,13.22
638.7,3889.0,3.5,-25.92,174.1,8.94
638.2,3894.7,3.4,-26.23,168.9,5.25
637.7,3901.6,3.4,-26.35,198.9,6.22
637.2,3908.7,3.4,-26.46,209.2,10.3
636.6,3914.8,3.4,-26.59,222.6,14.0
636.1,3920.4,3.4,-26.83,218.5,19.83
635.8,3925.4,3.3,-27.03,221.8,22.16
635.6,3929.6,3.3,-27.03,222.5,25.46
635.1,3933.7,3.3,-27.03,221.4,25.66
634.8,3938.9,3.3,-27.16,219.9,25.46
634.4,3944.4,3.3,-27.29,219.3,23.71
634.0,3949.6,3.3,-27.54,222.2,22.35
633.6,3954.4,3.3,-27.54,225.2,20.6
633.2,3959.1,3.3,-27.54,232.0,17.49
632.9,3963.5,3.3,-27.68,235.5,13.02
632.5,3967.9,3.3,-27.68,236.8,10.69
632.2,3972.2,3.3,-27.68,230.0,8.75
631.9,3976.1,3.3,-27.68,222.0,8.36
631.6,3980.5,3.3,-27.68,223.7,8.75
631.2,3985.8,3.2,-27.75,224.6,8.16
631.0,3991.6,3.2,-27.75,214.9,9.52
630.5,3996.8,3.2,-28.29,210.3,9.14
630.1,4001.7,3.2,-29.0,216.2,8.55
629.7,4007.2,3.2,-29.45,220.0,8.16
629.2,4012.4,3.2,-29.92,209.9,9.33
628.8,4017.9,3.1,-30.15,229.4,9.72
628.4,4023.7,3.1,-30.64,239.8,12.25
627.9,4029.6,3.1,-30.98,241.8,15.94
627.5,4036.2,3.1,-31.51,234.4,18.27
627.0,4042.5,3.1,-31.69,221.3,20.6
626.7,4047.1,3.0,-31.95,214.0,22.74
626.3,4051.7,3.0,-32.33,201.7,24.49
626.0,4056.5,3.0,-32.52,193.9,23.52
625.6,4061.0,3.0,-32.72,184.9,22.16
625.4,4065.2,3.0,-32.92,181.0,18.08
624.9,4069.4,3.0,-33.12,179.3,14.58
624.5,4073.5,3.0,-33.33,174.5,11.47
624.2,4078.1,2.9,-33.4,180.6,9.91
623.9,4082.7,2.9,-33.4,198.5,9.33
623.7,4087.4,2.9,-33.4,200.0,9.91
623.2,4092.6,2.9,-33.4,211.9,9.72
622.7,4098.4,2.8,-33.47,218.2,8.36
622.3,4103.6,2.8,-33.68,218.9,10.69
622.0,4107.0,2.7,-33.55,219.9,12.25
621.6,4111.1,2.7,-33.76,233.1,14.77
621.1,4117.0,2.6,-33.62,236.0,18.86
620.6,4122.3,2.6,-33.83,229.4,20.8
620.1,4127.4,2.6,-34.04,221.0,23.33
619.8,4132.8,2.6,-34.26,216.1,26.05
619.4,4137.8,2.6,-34.49,211.5,26.63
618.9,4142.1,2.6,-34.49,201.4,25.85
618.7,4147.6,2.5,-34.56,194.7,23.71
618.3,4152.5,2.5,-34.79,186.7,19.83
618.0,4157.1,2.5,-34.79,180.4,15.75
617.3,4162.0,2.4,-34.86,181.5,10.3
617.0,4166.1,2.4,-35.09,210.6,8.36
616.4,4171.2,2.4,-35.09,244.9,11.66
615.9,4177.5,2.4,-35.09,255.0,15.36
615.4,4183.9,2.4,-35.09,246.3,18.86
614.8,4193.9,2.4,-34.86,214.7,17.69
614.5,4198.1,2.4,-34.86,200.9,17.69
614.0,4202.6,2.4,-34.86,194.3,19.63
613.7,4208.2,2.4,-34.86,195.6,19.05
613.3,4213.4,2.3,-34.7,204.0,20.02
613.0,4218.5,2.3,-34.7,217.4,23.13
612.5,4224.9,2.3,-34.48,229.1,25.46
612.1,4232.7,2.2,-34.55,232.0,25.85
611.4,4241.2,2.2,-34.55,241.2,22.35
610.8,4248.8,2.1,-34.41,224.3,19.83
610.1,4256.3,2.0,-34.27,213.1,19.44
609.6,4262.8,2.0,-34.06,225.1,13.22
609.4,4267.1,2.0,-34.06,221.5,11.86
609.1,4271.6,1.9,-34.13,221.3,10.3
608.7,4277.1,1.9,-34.13,220.8,11.47
608.2,4283.3,1.8,-33.99,223.2,18.47
607.8,4289.0,1.8,-33.79,214.8,19.24
607.4,4294.2,1.8,-33.79,215.9,22.94
607.0,4299.9,1.8,-33.59,227.4,22.74
606.6,4305.5,1.7,-33.47,239.3,25.66
606.3,4310.3,1.7,-33.47,242.3,24.69
605.9,4314.9,1.7,-33.28,246.8,26.63
605.6,4319.3,1.7,-33.28,247.3,23.71
605.3,4324.3,1.7,-33.09,248.0,21.77
604.9,4329.8,1.6,-32.98,248.1,17.49
604.5,4334.9,1.6,-32.62,235.2,15.75
604.1,4340.5,1.6,-32.44,215.6,13.8
603.8,4346.0,1.6,-32.62,211.3,16.91
603.5,4351.2,1.5,-32.69,200.4,18.66
603.1,4357.0,1.5,-32.69,205.8,21.38
602.8,4362.7,1.5,-32.69,210.2,25.27
602.3,4367.7,1.4,-32.59,221.5,26.44
601.8,4372.5,1.4,-32.59,232.3,26.05
601.5,4377.9,1.4,-32.41,230.0,25.46
601.1,4383.5,1.3,-32.49,236.1,26.24
600.8,4388.4,1.3,-32.32,238.9,24.1
600.5,4392.8,1.3,-32.32,242.7,20.41
600.1,4397.5,1.2,-32.22,246.2,16.91
599.8,4401.9,1.2,-32.22,240.1,13.8
599.4,4406.2,1.2,-32.06,226.9,12.05
598.9,4411.5,1.1,-32.13,210.8,12.63
598.5,4418.8,1.1,-31.81,201.8,14.97
597.9,4427.0,1.0,-31.57,205.4,20.22
597.3,4435.7,1.0,-31.41,211.0,21.38
596.7,4444.6,0.9,-30.89,212.2,23.13
596.1,4455.5,0.9,-30.32,215.5,17.69
595.4,4465.7,0.8,-29.98,211.7,21.58
594.8,4474.3,0.8,-29.46,216.7,22.16
594.1,4483.0,0.7,-29.16,212.9,17.88
593.4,4492.6,0.6,-28.99,226.3,17.49
592.8,4502.1,0.6,-28.75,216.4,22.94
592.1,4511.1,0.5,-28.47,219.4,24.1
591.6,4518.9,0.4,-28.1,208.2,27.21
591.0,4527.0,0.4,-27.66,205.2,26.05
590.6,4532.5,0.3,-27.53,213.4,22.55
590.4,4536.7,0.3,-27.32,222.8,20.6
590.0,4542.6,0.2,-27.19,207.2,24.69
589.4,4548.1,0.2,-27.09,204.4,24.49
589.0,4554.5,0.1,-26.97,211.7,22.35
588.4,4561.8,0.1,-27.07,230.4,21.97
588.1,4566.8,0.0,-27.15,238.9,19.24
587.7,4570.6,-0.0,-27.05,249.9,18.27
587.4,4573.9,-0.1,-27.23,251.3,17.3
587.2,4577.4,-0.1,-27.13,250.0,17.88
587.0,4581.7,-0.1,-27.13,247.0,19.05
586.7,4585.6,-0.2,-27.11,244.8,18.66
586.3,4590.9,-0.2,-27.11,243.9,19.24
585.7,4597.4,-0.2,-27.01,242.4,21.38
585.3,4604.5,-0.3,-26.9,231.3,22.94
584.8,4611.8,-0.4,-26.69,214.9,16.13
584.2,4618.3,-0.4,-26.15,232.4,15.94
583.8,4623.0,-0.5,-25.7,225.5,19.24
583.5,4627.7,-0.5,-25.53,219.9,17.88
583.0,4633.1,-0.6,-25.45,196.6,18.08
582.6,4639.2,-0.6,-25.36,202.7,22.94
582.1,4645.2,-0.6,-25.12,210.6,19.44
581.8,4650.4,-0.7,-25.2,213.3,24.1
581.3,4655.5,-0.7,-25.36,227.1,25.27
581.0,4661.1,-0.7,-25.78,240.3,25.08
580.3,4667.4,-0.7,-25.95,252.3,23.33
580.0,4673.5,-0.8,-26.29,257.1,15.75
579.3,4679.5,-0.9,-26.46,247.8,11.27
579.0,4685.0,-0.9,-26.63,220.0,8.75
578.9,4689.4,-0.9,-26.37,204.2,12.63
578.6,4693.0,-1.0,-26.45,199.1,17.49
578.1,4697.5,-1.0,-26.63,197.8,23.33
577.8,4703.3,-1.0,-26.45,207.1,24.1
577.1,4709.6,-1.1,-26.36,217.0,21.97
576.7,4715.5,-1.2,-26.26,232.3,18.66
576.2,4720.9,-1.2,-26.18,255.5,17.11
576.0,4726.1,-1.3,-26.26,264.7,16.13
575.6,4730.9,-1.3,-26.09,272.8,17.11
575.4,4735.1,-1.3,-26.01,264.3,20.02
575.1,4740.6,-1.4,-26.01,259.5,23.33
574.2,4747.9,-1.4,-25.93,252.3,22.94
573.8,4755.2,-1.5,-25.76,241.8,21.38
573.5,4761.1,-1.5,-25.53,231.2,19.83
573.1,4765.8,-1.6,-25.45,215.8,18.08
572.7,4769.8,-1.6,-25.45,203.1,16.52
572.4,4774.5,-1.7,-25.53,197.4,14.58
572.0,4780.2,-1.7,-25.61,212.7,11.08
571.6,4785.7,-1.8,-25.77,243.3,10.5
571.3,4790.5,-1.8,-25.62,256.4,13.22
570.9,4796.3,-1.8,-25.62,266.0,17.69
570.5,4802.5,-1.9,-25.54,261.6,21.19
570.2,4808.5,-1.9,-26.33,254.2,24.88
569.7,4813.6,-1.9,-27.08,243.0,27.02
569.4,4817.6,-1.9,-27.79,233.7,27.21
569.1,4821.7,-1.9,-28.26,227.6,28.96
568.9,4826.3,-1.9,-28.55,222.6,27.41
568.5,4831.5,-1.9,-28.95,219.8,24.49
568.2,4837.1,-2.0,-29.23,219.0,21.77
567.7,4842.9,-2.0,-29.44,218.6,16.91
567.2,4848.7,-2.1,-30.05,215.3,12.05
566.8,4854.6,-2.1,-31.32,230.2,7.97
566.5,4860.4,-2.1,-32.33,249.7,7.58
566.2,4865.9,-2.1,-33.16,261.3,10.89
565.8,4870.0,-2.1,-33.9,263.6,13.41
565.4,4873.2,-2.1,-34.52,271.7,14.58
565.2,4877.1,-2.1,-35.36,271.1,14.38
564.7,4882.0,-2.2,-36.72,273.3,14.19
564.2,4888.8,-2.2,-37.32,259.8,9.91
563.6,4896.8,-2.2,-37.74,240.7,12.05
563.3,4902.4,-2.2,-38.18,229.2,15.16
562.8,4907.3,-2.3,-38.47,220.4,20.22
562.5,4912.8,-2.3,-38.7,220.2,24.69
561.8,4920.3,-2.3,-38.94,217.6,26.24
561.3,4929.3,-2.3,-39.18,223.8,26.44
561.0,4936.2,-2.4,-39.5,233.8,22.16
560.6,4941.7,-2.4,-39.75,247.3,18.86
560.2,4946.8,-2.4,-40.0,257.6,18.27
559.9,4950.8,-2.3,-40.2,271.0,16.52
559.7,4955.0,-2.3,-40.2,267.4,13.02
559.3,4958.8,-2.3,-40.47,261.5,11.66
559.1,4962.6,-2.3,-40.47,239.3,10.3
558.7,4968.0,-2.3,-40.74,227.2,11.08
558.2,4975.1,-2.3,-40.74,229.0,14.77
557.7,4982.2,-2.3,-40.74,236.1,16.72
557.3,4988.4,-2.3,-40.74,245.6,18.66
556.9,4993.5,-2.3,-41.03,250.6,22.16
556.7,4997.8,-2.3,-41.03,254.8,26.63
556.2,5002.4,-2.4,-41.1,259.3,22.94
555.9,5007.9,-2.4,-41.1,262.2,17.69
555.6,5013.2,-2.4,-40.81,243.7,18.27
555.1,5019.6,-2.5,-40.88,251.7,17.11
554.6,5025.8,-2.5,-41.17,239.6,16.52
554.3,5030.7,-2.6,-40.96,234.1,14.77
553.8,5035.6,-2.6,-40.68,237.3,19.63
553.4,5040.6,-2.6,-40.68,236.8,23.33
553.1,5045.2,-2.7,-40.75,238.1,24.3
552.6,5049.7,-2.7,-40.75,229.9,26.05
552.4,5054.3,-2.7,-40.75,226.1,25.85
552.1,5058.7,-2.7,-40.48,220.3,23.33
551.9,5063.5,-2.8,-39.78,219.2,23.52
551.4,5068.5,-2.8,-39.54,223.2,26.24
551.2,5074.1,-2.8,-39.06,229.1,24.88
550.9,5079.2,-2.8,-38.61,236.7,26.24
550.5,5083.3,-2.9,-38.25,245.4,27.02
550.4,5086.7,-2.9,-37.83,247.4,24.88
549.9,5090.9,-2.9,-37.43,248.3,26.44
549.6,5096.2,-3.0,-37.31,242.1,24.1
549.2,5102.7,-3.0,-36.56,228.4,23.33
548.6,5109.9,-3.1,-36.1,223.5,23.52
548.1,5115.6,-3.1,-35.6,219.4,25.27
547.8,5120.1,-3.1,-35.27,224.4,24.69
547.7,5124.1,-3.2,-35.19,232.6,25.27
547.2,5128.0,-3.2,-34.88,243.0,28.19
546.9,5132.1,-3.3,-35.58,249.4,27.8
546.5,5137.6,-3.3,-35.75,256.3,25.85
546.1,5143.7,-3.3,-36.08,255.1,23.91
545.6,5149.1,-3.4,-36.33,253.7,21.58
545.1,5155.7,-3.4,-36.86,246.6,23.13
544.6,5163.3,-3.5,-34.95,240.4,24.69
544.1,5170.8,-3.6,-33.35,240.3,25.85
543.7,5177.0,-3.6,-32.72,237.6,23.33
543.2,5184.2,-3.7,-32.92,234.8,16.91
542.6,5190.8,-3.7,-32.2,224.4,11.27
542.3,5197.3,-3.8,-32.05,234.2,9.14
542.1,5202.6,-3.8,-32.28,245.8,10.69
541.7,5207.3,-3.8,-33.25,262.3,15.75
541.2,5211.9,-3.8,-35.03,267.3,18.47
541.0,5216.7,-3.9,-35.56,266.3,23.13
540.7,5220.9,-3.9,-36.2,263.8,23.33
540.2,5225.4,-3.9,-37.23,262.3,22.55
539.8,5230.7,-3.9,-37.41,263.3,20.8
539.4,5236.2,-4.0,-37.3,260.2,14.97
539.2,5241.5,-4.0,-36.95,240.7,11.47
538.6,5246.6,-4.0,-36.44,210.1,10.69
538.3,5251.7,-4.1,-35.71,203.8,12.83
538.0,5255.7,-4.1,-35.41,208.3,17.11
537.7,5260.9,-4.1,-35.26,210.9,18.47
537.1,5267.6,-4.2,-35.19,215.3,22.16
536.6,5275.0,-4.2,-34.9,224.9,21.97
536.4,5281.4,-4.3,-34.69,233.7,17.49
535.9,5287.3,-4.3,-34.28,251.1,13.41
535.7,5292.7,-4.3,-33.38,276.2,11.66
535.4,5298.0,-4.4,-32.86,280.1,12.63
535.0,5303.1,-4.4,-32.18,273.8,14.77
534.4,5308.7,-4.5,-31.82,267.9,19.05
534.1,5314.2,-4.5,-31.51,259.8,23.33
533.8,5319.5,-4.6,-31.38,253.6,27.41
533.5,5324.5,-4.6,-31.08,250.4,27.41
533.2,5330.3,-4.7,-30.96,243.0,28.38
532.8,5336.7,-4.7,-30.58,235.8,27.41
532.3,5342.5,-4.8,-30.47,234.9,25.85
532.0,5348.0,-4.8,-30.29,234.0,26.05
531.5,5354.9,-4.9,-30.37,235.7,26.05
531.1,5362.8,-4.9,-30.46,243.4,25.08
530.6,5369.9,-4.9,-30.55,257.0,23.91
530.2,5375.8,-5.0,-30.63,265.2,21.77
529.9,5381.0,-5.0,-30.63,278.6,19.05
529.8,5385.3,-5.0,-30.54,281.9,16.13
529.4,5389.3,-5.1,-30.53,278.5,12.63
529.0,5394.2,-5.1,-30.62,268.6,10.69
528.8,5399.5,-5.1,-30.44,258.5,11.08
528.4,5405.8,-5.1,-30.17,249.6,14.97
527.9,5412.2,-5.1,-29.74,249.5,18.47
527.5,5417.6,-5.1,-29.82,251.5,24.1
527.2,5422.6,-5.1,-30.17,252.4,25.08
526.9,5426.7,-5.1,-30.71,254.3,27.8
526.6,5431.1,-5.1,-31.38,258.9,27.99
526.2,5436.6,-5.1,-31.67,264.7,26.82
526.0,5443.3,-5.0,-32.0,275.2,23.33
525.5,5450.2,-5.0,-32.32,282.7,19.63
525.1,5455.4,-4.9,-33.13,286.9,15.75
524.8,5460.4,-4.8,-33.65,288.1,16.33
524.6,5465.5,-4.8,-33.65,289.8,17.11
524.2,5471.1,-4.8,-34.02,288.7,17.88
523.8,5477.2,-4.8,-34.27,286.2,17.3
523.3,5483.5,-4.9,-34.61,283.5,13.02
522.6,5495.4,-4.9,-34.74,251.6,7.58
522.2,5502.7,-5.0,-34.95,223.6,10.5
521.6,5510.0,-5.0,-35.09,230.9,13.41
521.2,5516.8,-5.1,-35.03,248.0,14.97
520.9,5521.8,-5.1,-35.16,263.9,17.3
520.7,5525.9,-5.1,-35.58,277.0,18.66
520.3,5530.4,-5.1,-35.87,287.8,20.99
520.0,5534.9,-5.2,-36.39,286.9,20.99
519.7,5539.8,-5.2,-36.69,276.4,18.47
519.2,5546.1,-5.2,-37.17,267.1,19.63
518.8,5552.1,-5.3,-37.41,252.9,20.8
518.5,5556.8,-5.3,-37.91,241.5,22.94
518.1,5561.3,-5.3,-38.26,229.0,23.13
517.9,5565.9,-5.3,-38.44,224.0,21.19
517.7,5570.8,-5.4,-38.16,223.4,16.91
517.1,5576.3,-5.4,-37.65,223.5,13.02
516.8,5581.7,-5.4,-37.0,224.3,8.94
516.5,5586.8,-5.5,-36.92,230.6,5.05
516.2,5591.4,-5.5,-36.61,233.1,5.83
515.8,5595.8,-5.6,-36.69,213.3,7.19
515.6,5600.1,-5.6,-36.54,217.1,11.66
515.2,5604.3,-5.6,-36.25,219.7,14.97
514.9,5609.6,-5.6,-34.89,226.4,19.05
514.6,5614.2,-5.7,-33.98,232.7,20.99
514.5,5618.1,-5.7,-33.75,245.9,21.58
513.9,5623.6,-5.7,-33.64,250.4,24.69
513.6,5630.2,-5.8,-33.6,256.5,21.19
513.2,5636.2,-5.8,-33.6,253.8,15.36
512.9,5641.2,-5.8,-33.38,249.5,10.3
512.6,5646.0,-5.9,-33.46,213.8,8.36
512.3,5650.0,-5.9,-33.57,206.3,11.66
511.9,5654.3,-5.9,-33.24,214.7,15.36
511.5,5660.2,-5.9,-32.61,230.4,21.19
511.1,5665.8,-5.9,-32.41,242.4,24.88
510.8,5670.4,-6.0,-32.19,256.2,27.21
510.5,5673.7,-6.0,-31.9,259.6,25.85
510.3,5677.5,-6.0,-31.61,270.1,25.46
509.9,5682.7,-6.0,-31.34,277.1,22.74
509.5,5688.1,-6.1,-31.15,277.7,21.38
509.1,5693.3,-6.1,-30.97,278.3,15.94
508.8,5698.0,-6.2,-30.88,273.9,11.66
508.6,5702.0,-6.2,-30.79,266.2,7.78
508.3,5707.6,-6.3,-30.79,239.7,7.0
507.9,5713.5,-6.3,-30.62,249.0,10.3
507.3,5719.5,-6.4,-30.53,264.2,15.16
507.1,5724.9,-6.4,-30.29,275.5,20.6
